Code article,Désignation,Marque,Modèle,Couleur,Nom fournisseur,Famille,سعر الشراء,Detail - القطاعي - LYD - Lybia,Gros -  الجملة - LYD - Lybia,النوع, مخزن 11 يونيو,مخزن السراج,جنزور
SA10520,طقم اكسسوار كروم,ليسو,2694,كروم,دار الخزف للمواد الصحية (السراج),طقم اكسسوارات,255,380,350,مربع,4,3,0
ATWC50525,زر بتريا أسود,غروهي,38966KFO,أسود,شركة اعمار الجديد,ملحقات مقاعد,385,780,760,مربع,4,3,0
PE30528,بونتة حديد رقم 3,سانيتاري واير,,,محلات الاعتماد (السراج),مثقاب كهربائي,1.85,5,4.5,,0,7,0
AASB30832, سلة قمامة كروم  8 لتر,بن أمور,مجموعة بن عمر,كروم,مصنع خلاطات و أكسسوارات الصين,اكسسوارات,118,200,200,دائري,3,2,2
EL10885,حوض مطبخ ستانلس ستيل   65*45 رصاصي,ب.أمور,Monastir,رصاصي,بوليمي Bolemi,حوض مطبخ ستانلس ستيل,255,400,300,فردي,3,4,0
EL10886,حوض مطبخ ستانلس ستيل   60*45 رصاصي,ب.أمور,Florence,رصاصي,بوليمي Bolemi,حوض مطبخ ستانلس ستيل,245,380,300,فردي,3,4,0
ML10800,خلاط حوض وجه كروم ,بن أمور,B.AMOR004,كروم,هانغ كراون,خلاط حوض وجه,225,340,285,مربع,5,2,0
MA20911,خلاط حوض المطبخ سحاب رصاصي,بن أمور,B.AMOR028,رصاصي,هانغ كراون,خلاط حوض المطبخ سحاب,315,470,390,دائري,2,5,0
AM40957,مراية دولاب حمام 70 سم,بن أمور,DS53-70,بيج,XUCHANG MINGLAI TECHNOLOGY,مراية دولاب,150,350,350,حائطي,7,0,0
MD21005,خلاط دوش كروم,فيغاروو,EM-01,كروم,مجموعة الشريف,خلاط دوش,144,270,270,مربع,7,0,0
ARSB81013,مخرج شطاف مع علاق كروم مع مسكر ,رايمر,338Q,كروم,مجموعة الشريف,مخرج شطاف,125,190,190,مربع,7,0,0
ARSB81047,وصلة مسطرة دوش40سم كروم,سانيتاري ويرز,,كروم,شركة البهراء العالمية الحديثة,طوبو دوش,6.3,25,25,دائري,7,0,0
MT30556,خلاط شطاف مع شطاف كروم,ليسو,SF001,كروم,دار الخزف للمواد الصحية (السراج),خلاط شطاف,195,320,270,مربع,4,3,0
ML11078,خلاط حوض وجه كروم ,هيدرا,A00380EYHY,كروم,شركة الخيول الذهبية,خلاط حوض وجه,290,450,450,دائري,7,0,0
ARSB81098,شطاف ظغط مربع مع طوبو كروم,سانيتاري واير,DEER MISA-R,كروم,مسوق سفيان بن فايد,شطاف,42,80,80,مربع,7,0,0
MT30062,خلاط شطاف مع شطاف كروم ,شيزا,NOVA,كروم,  شركة أجياد ليبيا ,خلاط شطاف,145,220,160,,7,1,0
ARSB80074,شطاف ظغط دائري مع طوبو كروم,ميلانو,,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),شطاف,38.5,70,50,دائري,0,8,0
ARSB80089,طوبو شطاف 120 سم كروم,فينوس,BS-120,كروم,شركة لمسات البناء,طوبو شطاف,39,80,80,,1,7,0
ARSB80090,طوبو شطاف 1.2 م أبيض,الشركة التونسية للمواد الصحية,,أبيض,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),طوبو شطاف,5.25,15,12,,9,-1,0
ARSB80091,يد شطاف كروم,ميبت,GILBA,كروم,شركة لمسات البناء,يد شطاف,18,25,20,,4,4,0
ARSB80263,قلب خلاط صغير,سانيتاري ويرز,,,شركة لمسات البناء,ملحقات خلاط,14,25,20,,0,8,0
ARSB80312,مخرج شطاف كروم,شيزا,48593,كروم,شركة آفاق المتحدة لإستيراد مواد البناء,مخرج شطاف,40,80,55,مربع,2,6,0
MC10471,مجرى 30سم *7 سم كروم,بيورا,DL-11-30,كروم,شركة الركن الجديد,مجرى,120,170,145,مستطيل,2,6,0
ART0002,سرفنتينة 15 سم * 15 سم كروم,بيورا,FD-01,كروم,شركة الركن الجديد,مجرى,53,75,68,مربع,7,1,0
PE30014,زمالطو ضد الصدأ 3 كغ أبيض مطفي ,دهانات المدينة مصراتة,,أبيض,محلات الاعتماد (السراج),الحديد,53.35,58,57,,0,8,0
PE30018,زمالطو  3 كغ أزرق سماوي,دهانات المدينة مصراتة,,أزرق سماوي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,52.5,60,59,,0,8,0
PE30023,زمالطو 2.5 كغ أَحْمَر لامع,دهانات المدينة مصراتة,,أَحْمَر لامع,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,44,50,47,,0,8,0
PE30031,دهان عازل أكريليكي  كغ3.5 أبيض,دهانات المدينة مصراتة,الزواق,أبيض,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الجدران خارجي,38.4,60,42,,0,8,0
RA30002,طوبو1.5'' 6 متر,الرطيل,جي أم GM,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مواسير - طوبو,39,50,36,,0,8,0
PE30052,طلاء زيتي ضد الصدأ 850 غ أَحْمَر لامع,دهانات المدينة مصراتة,طلاء زيتي,أَحْمَر لامع,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,13,18,16,,0,8,0
PE30064,طلاء بخاخ داخلي و خارجي كروم لامع,إس كيو إل أو,,أبيض,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الجدران والسقف,5.25,10,8.5,,0,8,0
RA30007,"كوربة 6"" 87.5°",الرطيل,جي أم GM,أبيض,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),كوع - كوربة,39.5,45,42,,0,8,0
RA30025,"جرجوري4""",الرطيل,جي أم GM,أبيض,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),كوع - كوربة,17,32,22,,2,6,0
SA10042,طقم اكسسوار نحاسي,سانيتاري ويرز,,برنزي,مصنع خلاطات و أكسسوارات الصين,طقم اكسسوارات,150,200,170,دائري,4,4,0
PS20039,علاقة مناشف كروم,سانيتاري ويرز,,كروم,دار الخزف للمواد الصحية (11 يونيو),علاقة مناشف,32,90,80,معلق,1,7,0
PE30102,ملعقة 20سم,اي بي سي,AC70002,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),ملعقة,5,7,6.5,دائري,0,8,0
PE30130,قادومة 500 غ,إنتكس,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مطرقة - ماصة,7.75,12,9,,0,8,0
PE30131,قادومة 300 غ,إنتكس,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مطرقة - ماصة,5.75,10,7,,0,8,0
PA30162,سطل بناء,الشركة العالمية للتصدير و الإستيراد,,أسود,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),سطل بناء,5.25,9,6.5,,0,8,0
PA30250,ميزان 40 سم,صولا,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أدوات القياس والتتبع,7.5,12,9,,0,8,0
PA30251,ميزان 50 سم,صولا,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أدوات القياس والتتبع,8.5,14,11,,0,8,0
PA30351,مفتاح تي بالمقبض رقم 10,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مفك البراغي يدوي,3.25,10,8,,0,8,0
PA30352,مفتاح تي بالمقبض رقم 12,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مفك البراغي يدوي,3.25,10,8,,0,8,0
PA30406,"فرشة صاروخ مفتولة  4"" 100 مم",اي بي سي,AC1906,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أقراص الصنفرة,7.5,13,10,,0,8,0
PA30428,ڨوانطي,فندر,,بُرْتُقَالِيّ,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),قفازات,2.5,5,3,,0,8,0
PA30493,بونتة 6 * 110 مم,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أدوات الثقب,2.35,5,2,قصير,0,8,0
PA30494,بونتة 8 * 110 مم,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أدوات الثقب,1.85,3.5,2.5,قصير,0,8,0
RA20506,طابة نهاية خط حديد 1/2,الشركة العالمية للتصدير و الإستيراد,,,الشيباني لمواد البناء و المواد الصحية,طابة,0.75,1.5,1,,7,1,0
EL50517,لصقة مائية 19مم * 9.1 م,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),ملحقات الكهرباء,22.5,35,28,,0,8,0
PA30523,ترودي 3.25 * 350 مم (1ممØ),الشركة العالمية للتصدير و الإستيراد,ELKADESIA AG - E 6013,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),لحام,27.75,40,39,,0,8,0
FE30526,كسكاس 3/4,بوڨاتي,,,شركة لمسات البناء,فيلتر المياه,21,30,27,,0,8,0
PA30601,ميزان خيط 500 غرام,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أدوات القياس والتتبع,5.5,10,7,مثلث,0,8,0
PA30393,قفل شنطة نحاس 32 مم,الشركة العالمية للتصدير و الإستيراد,263,ذهبي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),قفل باب,1.9,4,2.5,,0,8,0
ALVM50389,رأس سيفوني كروم,سانيتاري ويرز,930,كروم,دار الخزف للمواد الصحية (11 يونيو),رأس سيفوني,48,75,65,مربع,5,3,0
ARSB80018,مصب حوض وجه كروم,توريما,0320011-T45,كروم,  شركة أجياد ليبيا ,مصب حوض,185,270,230,دائري,4,4,0
ARSB80337,مصب دوش مع تحويلة كروم,شيزا,48463,كروم,  شركة أجياد ليبيا ,مصب دوش,85,140,115,مربع,3,5,0
AASB30049,موزع صابون سائل كروم,ليسو,JR031-20,كروم,دار الخزف للمواد الصحية (11 يونيو),اكسسوارات,55,95,95,حائطي,5,3,0
ART0025,حاملة فوط كروم,فينوس,BA806,كروم,شركة لمسات البناء,اكسسوارات,51.41,95,80,حائطي,1,7,0
EL10040,حوض مطبخ ستانلس ستيل   304 76*45 سم كروم,أسيل,AS3456,كروم,دار الخزف للمواد الصحية (11 يونيو),حوض مطبخ ستانلس ستيل,620,920,920,فردي,7,1,0
AASB30197,موزع صابون حساس كروم,بضائع أوروبية,RUBBERMAID,كروم,تولين للبضائع الأوروبية,اكسسوارات,45,150,75,حائطي,6,2,0
TO9053,مفتاح ربط رقم13 مم,الشركة العالمية للتصدير و الإستيراد,AC18693,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مفاتيح,5.5,10,9,,0,8,0
PA30064,مفك سالب  ,سانيتاري ويرز,193010,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مفك البراغي يدوي,4.1,10,8,,0,8,0
CD40002,مسطرة دوش زوجية كروم,بضائع أوروبية,5034-E MONTE,كروم,دار الخزف للمواد الصحية (11 يونيو),مسطرة دوش,350,580,550,مربع,1,7,0
ARSB80382,سماعة دوش كروم,بضائع أوروبية,Prakitker,كروم,تولين للبضائع الأوروبية,سماعة دوش,35,120,70,دائري,4,4,0
EL50101,لامبة لد 10 وات,دي بي اس,E27,أسود,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),المصابيح الكهربائية,2.75,5,4,,0,8,0
EG30108,حوض مطبخ جرانيت أبيض محبب 80*50 ,سانيبال,توكس,أبيض,مجموعة الخليج,حوض مطبخ جرانيت,417.1,600,580,زوجي,7,1,0
ELC1113,"مثلث كهرباء 
",الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الأسلاك والكابلات,14.25,20,15,,0,8,0
ADOU50186,سيفون حوض قدم,سانيتاري ويرز,رأس صغير,أبيض,شركة البهراء العالمية الحديثة,ملحقات دوش,7,20,15,بلاستك,8,0,0
ARSB80295,"مسكر شطافة ""1/2"" * ""1/2 دهبي",سانيتاري ويرز,ARB,ذهبي,مجموعة العربي,مخرج شطاف,65,85,85,مربع,8,0,0
ARSB80403,رقبة خلاط متحركة فلتر كروم,سانيتاري ويرز,,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),ملحقات خلاط,5.25,15,9,دائري,8,0,0
ARSB80206,قلب خلاط كبير,سانيتاري ويرز,,أزرق فاتح,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),ملحقات خلاط,4.5,10,8,,8,0,0
PLSA0230,وردة كروم 3/4,سانيتاري ويرز,7-8865,كروم,شركة لمسات البناء,وصلة,2.4,7,5,دائري,8,0,0
PE30195,طلاء مائي داخلي 10 كغ أبيض 4% لمعة  ,جي ال سي,سوبر داي - تون 7070,أبيض لامع,محلات الاعتماد (السراج),الجدران والسقف,189.15,215,160,,0,8,0
PA30738,لقمة جيدور كروم رقم 12,الشركة العالمية للتصدير و الإستيراد,,,محلات الاعتماد (السراج),مجموعة مفاتيح عدة,2.75,12,10,,0,8,0
RFP1751,"فسيبلي "" 1/2 ذكر * ""1/2 أنثى 80سم",TUCAI,585087,كروم,شركة النهضة كرزاز,فسيبلي,16.5,25,23,دائري,8,0,0
ATWC50157,مثبت غطاء مقعد سكة بلستك ,سانيتاري ويرز,,أبيض,شركة البهراء العالمية الحديثة,ملحقات مقاعد,2.5,10,5,بلاستك,3,5,0
ARSB80899,مثبت خلاط شجرة,سانيتاري ويرز,,,شركة البهراء العالمية الحديثة,ملحقات خلاط,3.75,15,12,,2,6,0
PLSA0168,وردة ذهبي دائري,ليمكس,,ذهبي,دار الخزف للمواد الصحية (السراج),وصلة,5.5,15,10,مربع,0,8,0
ALVM50288,رأس سيفوني كروم,اي ار بي,,كروم,مجموعة العربي,رأس سيفوني,95,150,140,مربع,4,4,0
PD20456,حاجز دوش 8 مم  مخطط 80*190  سم أسود,سانيتاري ويرز,14-40,أسود,شركة النخبة الفريدة لاستيراد مواد البناء,حاجز دوش,395,520,500,,4,4,0
CD40542,مسطرة دوش زوجية مع خلاط كروم,بضائع أوروبية,,كروم,تولين للبضائع الأوروبية,مسطرة دوش,250,500,370,مربع,8,0,0
ARSB80550,سماعة دوش مع طوبو كروم,فينوس,HSS424,كروم,شركة لمسات البناء,سماعة دوش,49.47,85,60,دائري,2,6,0
MD20627,خلاط دوش كروم,بن أمور,huang crown-2,كروم,مصنع خلاطات و أكسسوارات الصين,خلاط دوش,135,210,180,مربع,2,6,0
SA10651,طقم اكسسوار ذهبي,بن أمور,,ذهبي,مصنع خلاطات و أكسسوارات الصين,طقم اكسسوارات,170,280,232,مربع,5,3,0
AASB30670,مسند لكبار السن كروم,بن أمور,مجموعة بن عمر,كروم,مصنع خلاطات و أكسسوارات الصين,اكسسوارات,135,200,170,حائطي,4,4,0
AASB30672,فرشاة تنظيف مرحاض أسود,بن أمور,مجموعة بن عمر,أسود,مصنع خلاطات و أكسسوارات الصين,اكسسوارات,50,85,70,دائري,2,6,0
MDE50676,خلاط دوش مدفون كروم ,توريما,BLOG 8G01011-094,كروم,  شركة أجياد ليبيا ,خلاط دوش مدفون,395,500,500,مربع,5,3,0
PS20687,علاقة مناشف كبيرة ثلاثية كروم,بن أمور,B.A7760-Cr,كروم,مصنع خلاطات و أكسسوارات الصين,علاقة مناشف,100,170,130,معلق,2,6,0
CC10330,صليبة بيضاء 2.5ملي ,الشركة العالمية للتصدير و الإستيراد,,,محلات الاعتماد (السراج),كولة بلاط أرضيات,6.85,12,12,,0,8,0
CC10366,كولة فواصل 033,kalekim,VANILLA,,شركة الثريا لمستلزمات الرخام والسراميك ,كولة بلاط أرضيات,35,44,40,,0,8,0
ARSB80724,قصبة دوش دائري 40 سم كروم,ديولو,,كروم,شركة النخبة الفريدة لاستيراد مواد البناء,قصبة دوش,23,45,40,دائري,3,5,0
RE10385,حنفية فردية حائط بلاستك ,سانيتاري ويرز,TIEMME-57,أبيض ناصع ,مجموعة الشريف,حنفية حوض المطبخ,6.6,25,20,دائري,0,8,0
ARSB80949,شطاف ظغط دائري مع طوبو كروم,اي ار بي,030201,كروم,مجموعة العربي,شطاف,77,140,120,دائري,0,8,0
PS20411,علاقة ملابس فردي,فينوس,OL-01,كروم,شركة لمسات البناء,علاقة مناشف,36.86,75,60,دائري,5,3,0
ARSB92416,قصبة دوش 40 سم كروم,سانيتاري واير,,كروم,شركة لمسات البناء,قصبة دوش,56.26,100,85,مربع,0,8,0
ARSB80656,سماعة دوش مع طوبو كروم,فينوس,HSS423,كروم,شركة لمسات البناء,سماعة دوش,49.47,85,60,دائري,4,4,0
PE30493,طلاء مائي داخلي 10 كغ أبيض نص لمعة  ,جي ال سي,سوبر داي - تون 2000,أبيض لامع,محلات الاعتماد (السراج),الجدران والسقف,207.36,280,214,,0,8,0
MDE50807,خلاط دوش مدفون ميريدا أسود ,توريما,8Q017BB-093/2,أسود,  شركة أجياد ليبيا ,خلاط دوش مدفون,685,1000,950,مربع,5,3,0
CD40426,مسطرة دوش زوجية كروم,بضائع أوروبية,5034-E MONTE,كروم,دار الخزف للمواد الصحية (السراج),مسطرة دوش,320,590,620,دائري,2,6,0
MC10437,غطاء غرفة تفتيش 40*40 فايبر اسود,ستار سانيتار,,أسود لامع,محلات الاعتماد (السراج),مجرى,32.5,45,40,مربع,0,8,0
ARSB80906,سماعة دوش مع طوبو كروم,ليسو,WL17,كروم,دار الخزف للمواد الصحية (11 يونيو),سماعة دوش,110,180,180,مستطيل,8,0,0
ARSB80907,كسكاس دوش مربع 300*200 مم مع قصبة أسود,سانيتاري ويرز,OM-118B,أسود,شركة النخبة الفريدة لاستيراد مواد البناء,كسكاس دوش,55,110,70,مربع,4,4,0
MA20927,خلاط حوض المطبخ سحاب أسود,ليسو,JR031-77B,أسود,دار الخزف للمواد الصحية (11 يونيو),خلاط حوض المطبخ سحاب,135,270,180,دائري,8,0,0
ARSB80935,مصب حوض وجه طويل بدون تحويلة كروم,ليسو,079-30,كروم,دار الخزف للمواد الصحية (11 يونيو),مصب دوش,110,190,150,مربع,8,0,0
PS20732,علاقة مناشف كبيرة بالرف كروم,سانيتاري ويرز,WL10,كروم,دار الخزف للمواد الصحية (11 يونيو),علاقة مناشف,130,200,180,معلق,5,3,0
PS20734,علاقة ملابس صبعين كروم,سانيتاري ويرز,WL20,كروم,دار الخزف للمواد الصحية (11 يونيو),علاقة مناشف,19,40,35,دائري,8,0,0
PS20761,علاقة ملابس سداسية,فينوس,RO-06,كروم,شركة لمسات البناء,علاقة مناشف,58,110,110,معلق,4,4,0
ML0786,خلاط حوض وجه كروم,سانيتاري ويرز,OM-222,كروم,شركة النخبة الفريدة لاستيراد مواد البناء,خلاط حوض وجه,58.5,110,70,مربع,5,3,0
ML10789,خلاط حوض وجه كروم,سانيتاري ويرز,OM-36,كروم,شركة النخبة الفريدة لاستيراد مواد البناء,خلاط حوض وجه,53.5,100,70,مربع,3,5,0
ML30465,مرايا حمام مع إضاءة لد مربعة 60*80سم,سانيتاري ويرز,1529,كروم,دار الخزف للمواد الصحية (السراج),مراية مضيئة,97,180,175,مربع,0,8,0
ARSB80868,كسكاس دوش مربع 250*250 مم مع قصبة اسود,توريما,1372-15322-005,أسود,  شركة أجياد ليبيا ,كسكاس دوش,705,890,850,مربع,3,5,0
RA20470,"سنيسكا 25"" ذهبي مربع",الجودة,بي بي ر - PPR,ذهبي,شركة الجودة vip,سنيسكا,105,180,120,,3,5,0
PE30503,زمالطو  3 كغ أبيض مطفي ,الواحة,,أبيض,محلات الاعتماد (السراج),الحديد,48.5,58,57,,0,8,0
SI10509,سلكون حراري استرا اسود 1600c,,,أسود لامع,محلات الاعتماد (السراج),سلكون,23,30,27,,4,4,0
ALVM50790,رأس سيفوني رخامي,سانيتاري ويرز,41,رخامي,دار الخزف للمواد الصحية (11 يونيو),رأس سيفوني,18,60,60,دائري,5,3,0
WS10817,مقعد معلق ملحوم تورنيدو أبيض,ب.أمور,LT-094E-UQ3,أبيض,LETOP ليتوب,مقعد معلق,440,750,622,دائري,5,3,0
PE30530,بونتة حديد رقم 8,سانيتاري واير,,,محلات الاعتماد (السراج),مثقاب كهربائي,8.5,15,14,,0,8,0
PE30531,بونتة حديد رقم 10,سانيتاري واير,,,محلات الاعتماد (السراج),مثقاب كهربائي,10.5,17,16,,0,8,0
MA20923,خلاط حوض المطبخ سحاب كروم مطفي,بن أمور,B.AMOR036,كروم مطفي,هانغ كراون,خلاط حوض المطبخ سحاب,160,270,220,,5,3,0
ARSB80938,طوبو شطاف فلتر1.2م رصاصي,سانيتاري ويرز,228,رصاصي,دار الخزف للمواد الصحية (11 يونيو),طوبو شطاف,18,35,30,,8,0,0
AM0955,دولاب حمام -70 سم,بن أمور,DS53-70,بيج,XUCHANG MINGLAI TECHNOLOGY,دولاب حمام,300,650,650,بي في سي,8,0,0
VS10956,حوض وجه معلق -70 سم,سانيتاري واير,DS53-70,أبيض,XUCHANG MINGLAI TECHNOLOGY,حوض وجه معلق,250,400,400,مربع,8,0,0
MC10990,مجرى 40 سم *6 سم كروم,lineardrain,6A40/T42TC,كروم,مجموعة العربي,مجرى,185,255,255,مستطيل,5,3,0
ARSB81010,سماعة دوش مع طوبو كروم,كريز,2110,كروم,مجموعة الشريف,سماعة دوش,30.5,60,60,دائري,8,0,0
ML31021,مرايا حمام ضد البخار لد بالعلاقة اطار وردة كروم70*70سم,RIMERIO,670,كروم,شركة النخبة الفريدة لاستيراد مواد البناء,مراية مضيئة,148,230,200,دائري,8,0,0
ARSB81099,شطاف ظغط دائري مع طوبو كروم,جي اف مارك,SR126D,كروم,مسوق سفيان بن فايد,شطاف,55,90,90,دائري,8,0,0
ML10052,خلاط حوض وجه طويل كروم,ب.أمور,مجموعة بن عمر,كروم,مجموعة بن عمر BEN AMOR Group,خلاط حوض وجه,173,270,215,طويل,4,5,0
ARSB80135,مصب دوش مع تحويلة كروم,سانيتاري ويرز,,كروم,شركة لمسات البناء,مصب دوش,42,80,60,دائري,5,4,0
WS10168,مقعد معلق رايملس أسود,ب.أمور,SH-A001-MB,أسود,South Villa,مقعد معلق,565,750,680,دائري,3,6,0
VP20216,حوض وجه فوق الرخام ذهبي -48سم ,ب.أمور,G340,ذهبي,South Villa,حوض فوق الرخام,154,300,300,مربع,5,4,0
PLSA0258,"كوربة ذكر ""1/2 * ""1/2 مع وردة كروم",سانيتاري ويرز,F040CR002,كروم,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),وصلة,14,20,15,دائري,4,5,0
ARSB80339,"مسكر شطافة ""1/2"" * ""1/2 كروم",فينوس,,كروم,شركة لمسات البناء,مخرج شطاف,26,60,40,مربع,0,9,0
MC10415,مجرى 75 سم *7 سم كروم,بيورا,DL-11-75,كروم,شركة الركن الجديد,مجرى,303,390,370,مستطيل,5,4,0
MC10001,مجرى شباك  40 سم *8 سم كروم,سانيتاري ويرز,,كروم,مصنع خلاطات و أكسسوارات الصين,مجرى,49,120,75,مستطيل,8,1,0
MC10006,مجرى 30 سم *6 سم دهبي,سانيتاري ويرز,,ذهبي,محلات الساحل,مجرى,90,150,115,مستطيل,5,4,0
PE30046,طلاء زيتي 700 غ بني لامع,دهانات المدينة مصراتة,طلاء زيتي,بني لامع,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,15,20,17,,0,9,0
PE30049,طلاء زيتي 700 غ بُرْتُقَالِيّ,دهانات المدينة مصراتة,طلاء زيتي,بُرْتُقَالِيّ,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,15,20,17,,0,9,0
PE30051,طلاء زيتي 850 غ أبيض لامع,دهانات المدينة مصراتة,طلاء زيتي,أبيض لامع,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,19.4,30,17,,0,9,0
PE30054,طلاء زيتي 850 غ فضي,دهانات المدينة مصراتة,طلاء زيتي,فضي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,25,30,26,,0,9,0
PE30055,طلاء زيتي 850 غ نحاسي,دهانات المدينة مصراتة,طلاء زيتي,برنزي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الحديد,25,30,28,,0,9,0
PE30069,طلاء بخاخ داخلي و خارجي 300 مل رَمَادِي,راتا,,رصاصي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),الجدران والسقف,5,10,7.5,,0,9,0
PS20018,علاقة مناشف كروم,فينوس,BA 805,كروم,شركة لمسات البناء,علاقة مناشف,112.8,180,110,معلق,0,9,0
AASB30045,رف زجاجي كروم,فينوس,VGS-01,كروم,شركة لمسات البناء,اكسسوارات,71,110,85,دائري,6,3,0
RA30069,"كوربة رايحة لسيفون  3""",الرطيل,جي أم GM,أَزْرَقُ,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),كوع - كوربة,5.5,9,6.5,,0,9,0
PA30119,رأس قفل بي في سي 9 سم,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),رأس قفل,13,20,17,,0,9,0
PE30200,"سكينة تغليف 5""",اي بي سي,AC70028,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أدوات,3.45,6,4.5,,0,9,0
ARSB80323,قصبة دوش مربعة 30 سم كروم,سانيتاري ويرز,32-31,كروم,دار الخزف للمواد الصحية (11 يونيو),قصبة دوش,25,70,50,مربع,7,2,0
P30325,عوامة 3/4,الشركة العالمية للتصدير و الإستيراد,,برنزي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مضخة,48,65,58,,0,9,0
PA30331,منشار شجر,الشركة العالمية للتصدير و الإستيراد,SAMORAI,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أداة القص - منشار,12,20,15,,0,9,0
PA30350,مفتاح تي بالمقبض رقم 8,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مفك البراغي يدوي,3.25,10,7,,0,9,0
PA30353,مفتاح تي بالمقبض رقم 13,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),مفك البراغي يدوي,3.25,10,8,,0,9,0
PA30407,"فرشة صاروخ مفتولة  3"" 75 مم",اي بي سي,AC1905,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),أقراص الصنفرة,5,8,7.5,,0,9,0
PA30420,حبل نشر 2.5 مم 10 متر,الشركة العالمية للتصدير و الإستيراد,,,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),خيط، حبل,1.5,3,2,,0,9,0
PA30447,خيط لينسة,الشركة العالمية للتصدير و الإستيراد,,أَزْرَقُ,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),خيط، حبل,2.35,5,3,صغير,0,9,0
PA30449,خيط أحذية 120 غ,الشركة العالمية للتصدير و الإستيراد,,أبيض,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),خيط، حبل,2.1,4,3,,1,8,0
RA20596,"فلفلة باب  3/4"" سن داخلي",الشركة العالمية للتصدير و الإستيراد,,,الشيباني لمواد البناء و المواد الصحية,مثلث,33,50,42,,0,9,0
PA30396,قفل شنطة نحاس 63 مم,الشركة العالمية للتصدير و الإستيراد,,ذهبي,محلات الإعتماد لإستيراد مواد البناء (11 يونيو),قفل باب,6.25,10,7.5,,0,9,0
ELC2395,قرجوطة 16مم *50 م  ,فاندي,F0021,أسود,عبد المجيد الفاندي,قراجيط الكهرباء,25,40,28,بلاستك,0,9,0
ELC2001,قرجوطة 19مم *50 م  ,فاندي,F0022,أَحْمَر,عبد المجيد الفاندي,قراجيط الكهرباء,29,45,33.002,بلاستك,0,9,0
MA20051,خلاط حوض المطبخ سحاب اسود,ليسو,,أسود,دار الخزف للمواد الصحية (11 يونيو),خلاط حوض المطبخ سحاب,225,310,240,دائري,3,6,0
