id,proforma_id,product_code,product_name,qty,unit_price,line_total
75eaac45-063a-ac60-c96d-e6ab35649522,b1c4b9bc-bb97-a670-854c-1acbc4a82361,RA20582,"مخفض قومه 1.5"" * 1.25",1,7.000,7.000
b7fd69df-354e-4883-26f1-384782402080,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ACE20242,مثبت سخانة,1,7.000,7.000
71b7d3e9-4d46-1d90-93ad-0f9d896ed082,b1c4b9bc-bb97-a670-854c-1acbc4a82361,SI10176,سلكون  280 غرام شفاف,1,15.000,15.000
65d75abd-274e-f4b1-cb92-b4f26816394d,b1c4b9bc-bb97-a670-854c-1acbc4a82361,VS10155,حوض وجه معلق -65 سم,1,325.000,325.000
7e7cd80e-cf0f-94fc-37b7-fa185eebc0a8,b1c4b9bc-bb97-a670-854c-1acbc4a82361,WS10170,مقعد معلق رايملس أبيض,1,820.000,820.000
4bef7484-fbc2-cce3-03a5-c4c480a377a5,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ML30088,مرايا حمام مع إضاءة لد 50*70 سم,1,140.000,140.000
f27de8d1-dd60-8213-2210-f2e56c6df4f7,b1c4b9bc-bb97-a670-854c-1acbc4a82361,ALVM50240,مثبت حوض الوجه,1,5.000,5.000
4966370c-5a86-2ab0-b20a-0d4215122ed8,aadd931f-08ec-f3a7-5916-274a4194f4eb,ALVM50206,سيفون حوض الوجه كلك,6,25.000,150.000
8e65cc12-6957-a11e-1c18-ec92a5ae8221,aadd931f-08ec-f3a7-5916-274a4194f4eb,VS10462,حوض وجه معلق 80 سم,6,430.000,2580.000
d9a2542d-bbf2-43ea-9574-438dabf8c1f3,aefad67c-02db-ff0d-8b22-b5001f9a54ce,ML10492,خلاط حوض وجه كروم,45,420.000,18900.000
8dd1a021-3fed-788c-efb0-33238063bf87,aefad67c-02db-ff0d-8b22-b5001f9a54ce,ARSB80493,قصبة دوش مربعة 30 سم كروم,90,75.000,6750.000
c195cb59-98cb-ee97-caa8-4cf932367199,aefad67c-02db-ff0d-8b22-b5001f9a54ce,ME10496,خلاط حوض المطبخ شجرة كروم,45,400.000,18000.000
e907c627-52f4-9322-f45c-109393d52e27,aefad67c-02db-ff0d-8b22-b5001f9a54ce,P30499,مضخة 2.5,1,1750.000,1750.000
cc9eb4e1-bf84-ab60-2207-a907f618c21a,aadd931f-08ec-f3a7-5916-274a4194f4eb,WP20159,مقعد أرضي ملحوم سداسي أبيض,6,500.000,3000.000
1ae7e237-6e44-2e9a-97fc-fa08405239d7,aadd931f-08ec-f3a7-5916-274a4194f4eb,ML30280,مرايا حمام مع إضاءة لد 80*60 سم,6,140.000,840.000
233ff13e-db83-c0be-0719-9dae582516fe,aadd931f-08ec-f3a7-5916-274a4194f4eb,ART0023,صابونية كروم,6,90.000,540.000
c93988d2-6436-6365-1719-7f98bdf0fb29,aadd931f-08ec-f3a7-5916-274a4194f4eb,AASB30059,حاملة فرشاة أسنان كروم,6,90.000,540.000
facd37a5-6335-86ba-531c-02f85bdf5fb9,aadd931f-08ec-f3a7-5916-274a4194f4eb,PS20760,علاقة مناشف مع رف كروم,6,70.000,420.000
