Code article,Désignation,Marque,Modèle,Detail - القطاعي - LYD - Lybia,P.A HT
ARSB80011,سماعة دوش مع طوبو كروم,سانيتاري واير,,30.0,14.5
LG40371,حوض وجه برسلين مشطوف مع رف 80 سم,رويال,YB14-7,750.0,60.0
LG40372,حوض وجه برسلين مشطوف مع رف 80 سم,رويال,YB14-4,750.0,560.0
ARSB80373,سماعة دوش مع طوبو كروم,سلارنو,,90.0,47.0
ARSB80374,سماعة دوش مع طوبو كروم,ليسو,,80.0,48.0
LG40377,حوض وجه برسلين مشطوف مع رف 80 سم,رويال,YB14-13,750.0,560.0
LG40378,حوض وجه برسلين مشطوف مع رف 80 سم,رويال,YB14-3,750.0,560.0
LG40379,حوض وجه برسلين مشطوف مع رف 80 سم,رويال,YB14-1,750.0,560.0
LG40380,حوض وجه برسلين مشطوف مع رف 80 سم,رويال,YB14-10,750.0,560.0
LG40381,حوض وجه برسلين مع رف 80 سم,رويال,YB03_20,650.0,460.0
LG40382,حوض وجه برسلين مشطوف مع رف 80 سم,رويال,YB14-2,750.0,460.0
LG40383,حوض وجه برسلين مع رف 80 سم,رويال,YB03_18,650.0,470.0
LG40384,حوض وجه برسلين مع رف 80 سم,رويال,YB03_10,650.0,470.0
LG40385,حوض وجه برسلين مع رف 65 سم,رويال,YB036_9,600.0,460.0
LG40386,حوض وجه برسلين مع رف 65 سم,رويال,YB036_8,600.0,440.0
LG40390,حوض وجه برسلين مع رف 65 سم,رويال,YB036_7,600.0,460.0
LG40393,حوض وجه برسلين مع رف 80 سم,رويال,2611,650.0,460.0
LG40396,حوض وجه برسلين مع رف 80 سم,رويال,2612,650.0,460.0
ALVM50401,سيفون حوض الوجه 25سم 30سم كروم,بوڨاتي,,250.0,140.0
ALVM50403,سيفون حوض الوجه كروم,فينوس,BS32C,220.0,154.23
ALVM50405,سيفون حوض الوجه كروم,نابولي,XSQ-01N,120.0,59.0
ALVM50406,سيفون حوض الوجه كروم,سانيتاري ويرز,LY4002-CP,90.0,58.0
MSB0410,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8102,1150.0,730.0
AM0414,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,9402,1150.0,730.0
AM0419,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,9402,1150.0,780.0
AM0423,حوض وجه مع دولاب حمام مع خزانة مع مراية -80 سم,سانيتاري ويرز,8204,1150.0,780.0
PD20434,حاجز دوش 10 مم اطار كروم مضبب 80 سم,ليسو,ZW003,650.0,465.0
PD20435,حاجز دوش 10 مم اطار كروم مضبب100 سم,ليسو,ZW003,725.0,510.0
PD20436,حاجز دوش 10 مم اطار كروم 60 سم,ليسو,ZW001,600.0,420.0
PD20437,حاجز دوش 10 مم اطار كروم منقط 80 سم,ليسو,ZW004,650.0,480.0
PD20438,حاجز 10 مم اطار دهبي 80 سم,ليسو,ZW-001G,700.0,475.0
PD20439,حاجز دوش 10مم اطار كروم 70 سم,ليسو,ZW001,630.0,435.0
PD20443,حاجز دوش 8 مم سلفر كروم 80 سم,سانيتاري ويرز,AS 002,650.0,470.0
PD20444,حاجز دوش 8مم اطار أسود 70 سم,ليسو,D08G BLACK,650.0,435.0
LG40447,حوض وجه برسلين مع رف 80 سم,رويال,04-03,650.0,430.0
MC10451,مجرى 50 سم 6* سم ذهبي,درنيا,,400.0,290.0
MC10453,مجرى 40 سم *6 سم كروم,درنيا,,250.0,155.0
AM0455,دولاب مع مراية حمام 100 سم,أوركا,NEW ROSE,3500.0,2610.0
AM0459,دولاب مع حوض وجه مع مراية حمام 85 سم,أوركا,AYDOS,1450.0,1020.0
99991,خدمة توصيل,,,70.0,70.0
99992,رسوم البنك,,,50.0,50.0
MF20461,مراية حمام 80 سم,أوركا,CLAY,250.0,150.0
PSB10587,دولاب مع حوض وجه مع مراية حمام 80 سم,أوركا,LUCCA,3200.0,2430.0
MC10469,"مسكر شطافة دبل ""1/2"" * ""1/2 كروم",فينوس,CALVIN P,80.0,48.0
ARSB80470,"مسكر شطافة دبل ""1/2"" * ""1/2 كروم",فينوس,,60.0,32.0
PS20472,علاقة مناشف زوجية كروم,سانيتاري ويرز,,160.0,105.0
CC10003,كولة بلاط أرضيات 20 كغ,بولبو,POLPO P320 C1,20.0,13.0
PS20005,علاقة مناشف زوجية كروم,سانيتاري ويرز,,90.0,85.0
VS10000,حوض وجه معلق -60 سم,تركواز سيراستايل,NOURA,350.0,200.0
MTE60009,خلاط شطاف مدفون كروم,فيوري,,330.0,220.0
ARSB80714,مخرج شطاف مربع بالعلاقة أسود,سي أر سمارت,15-52,100.0,68.0
ALVM50013,سيفون حوض الوجه اسود,سانيتاري ويرز,7,150.0,86.0
PE30016,زمالطو ضد الصدأ 4 كغ أسود,دهانات المدينة مصراتة,,45.0,40.0
PE30019,زمالطو 2.5 كغ أزرق داكن,دهانات المدينة مصراتة,,50.0,44.0
PE30026,طلاء مائي داخلي 18 كغ أبيض,دهانات المدينة مصراتة,بلاستيكو 2021,105.0,94.09
ARSB80039,شطاف ظغط مربع مع طوبو كروم,سانيتاري ويرز,,100.0,55.0
MA20040,خلاط حوض المطبخ سحاب كروم,تركواز سيراستايل,,200.0,110.0
MA20044,خلاط حوض المطبخ سحاب اسود,تركواز سيراستايل,15-684,330.0,210.0
ADOU50043,سيفون حوض قدم,,,35.0,15.0
PS20045,علاقة مناشف كروم,سانيتاري ويرز,,140.0,95.0
VP20048,حوض وجه فوق الرخام أبيض -41سم,كورنات,,200.0,130.0
ML30050,مرايا حمام مع إضاءة لد 80*60 سم,سانيتاري ويرز,,150.0,95.0
PE30039,طلاء عاز ل مطاطي 3 كغ,الواحة,العازل,45.0,35.0
PE30041,دهان عازل خارجي داخلي كغ10 أبيض,سوتينول - الغزالة,سوبرلاتكس,140.0,134.0
EL10003,حوض مطبخ ستانلس ستيل 304 كروم,أسيل,,390.0,270.0
EL10004,حوض مطبخ ستانلس ستيل 304 75*45 سم كروم,أسيل,,750.0,605.0
EL10005,حوض مطبخ ستانلس ستيل 304,أسيل,,700.0,590.0
EL10006,حوض مطبخ ستانلس ستيل AS248 50*81,أسيل,AS 248,780.0,530.0
PE30009,استوك 1 كغ,وان تايم,,40.0,35.0
CD40017,مسطرة دوش زوجية اسود,تركواز سيراستايل,BR7,250.0,120.0
AASB30019,رف زاوية زوجي كروم,سانيتاري ويرز,,140.0,85.0
AASB30020,رف زاوية زوجي كروم,سانيتاري ويرز,,175.0,125.0
PS20022,علاقة مناشف مع رف كروم,سانيتاري ويرز,,70.0,35.0
AASB30024,حامل منضفات كروم,بضائع أوروبية,SINI,50.0,13.0
AASB30030,رف ستاينلس ستيل كروم,فينوس,458C,75.0,42.0
MI10031,مراية تجميل مكبرة,سانيتاري ويرز,,110.0,73.0
RA30037,"ديسكو حديد 9"" 230 مم",كداس,A 24 PLUS T-BF,15.0,8.5
AASB30034,مجفف شعر أبيض,بريمكس,882,120.0,85.0
AASB30035,مجفف شعر أبيض,بريمكس,883,110.0,68.0
AASB30038,حامل منضفات ثلاثي أسود,سانيتاري ويرز,,310.0,215.0
PS20042,علاقة ملابس ثلاثية,فينوس,LI-03,50.0,36.0
PS20048,علاقة مناشف كروم,فينوس,ST-07,400.0,285.0
MI10050,مراية تجميل مكبرة,سانيتاري ويرز,1207-8,380.0,275.0
PS20054,علاقة ملابس ثلاثية كروم,سانيتاري ويرز,,55.0,34.0
PS20063,علاقة ملابس خماسية,فينوس,LI-05,90.0,62.08
AASB30073,حاملة ورق منظف كلينكس,سانيتاري ويرز,AZ1300,130.0,83.0
PS20079,علاقة مناشف كروم,سانيتاري ويرز,,90.0,58.0
PS20081,علاقة ملابس رباعية,سانيتاري ويرز,,45.0,29.0
AASB30085,رف زاوية كروم,بريمكس,5658,150.0,95.0
ALVM50014,سيفون حوض الوجه كروم,سانيتاري ويرز,,120.0,78.0
ALVM50015,سيفون حوض الوجه كروم,سانيتاري ويرز,LY401-CP,120.0,68.0
PE30096,موس فرش 18 مم,اي بي سي,AC18868,7.0,4.5
PE30105,صندوق عدة حديد 43 سم,اي بي سي,AC16430,80.0,52.0
PE30109,"صندوق عدة 19""",فندر,,80.0,55.0
PE30111,ماصة 2 كغ,اي بي سي,AC18727,30.0,22.0
PA30098,ڨومة برويطة,الشركة العالمية للتصدير و الإستيراد,,85.0,75.0
PA30099,ڨومة برويطة ديسكو مفتوح قلب متحرك 4 بار,الشركة العالمية للتصدير و الإستيراد,,45.0,36.0
PA30100,ڨومة برويطة قلب ثابت,الشركة العالمية للتصدير و الإستيراد,,85.0,63.0
PA30101,ڨومة برويطة قلب متحرك أحمر نجمة,الشركة العالمية للتصدير و الإستيراد,,55.0,46.0
PA30102,ڨومة برويطة فوم قلب متحرك ديسكو مسكر مضغوطة,الشركة العالمية للتصدير و الإستيراد,,90.0,70.0
P30103,مضخة 1 حصان,بنتكس,PM80,690.0,428.0
P30104,مضخة 1/2 حصان,بنتكس,PM45,470.0,310.0
P30109,مضخة ماجن 1 حصان ضد التآكل,شمجا,QDX1.5-32-0.75K3-F,890.0,575.0
P30115,بدل كورة,بنتكس,P1213/2021,210.0,157.0
PE30123,صاروخ 115مم 900 وات,سبيكو,SP-5018,210.0,155.0
PA30118,ميزان إلكتروني 30 كغ,فندر,194919,190.0,135.0
PA30140,سلوم 4 درجات,الشركة العالمية للتصدير و الإستيراد,,380.0,270.0
LG40146,حوض وجه برسلين مع رف 100 سم,سانيتاري ويرز,2715,800.0,525.0
LG40154,حوض وجه برسلين مشطوف لد مع رف 80 سم,سانيتاري ويرز,2712,870.0,595.0
PA30163,سطل بناء,الشركة العالمية للتصدير و الإستيراد,,22.0,15.5
PE30171,"فرشة طلاء 2"" 50.8 مم",فندر,,5.0,2.8
PE30172,"فرشة طلاء 3"" 76.2 مم",فندر,,6.5,4.0
PE30173,"فرشة طلاء 4"" 101.6 مم",فندر,,8.0,5.25
PE30184,"فرشة طلاء2.5"" 63.5 مم",فندر,,6.0,3.1
PE30188,فوم 600 غرام,أويستار,FS-012,20.0,14.75
PE30203,"سكينة تغليف يد خشب 8"" 200 مم",اي بي سي,AC18799,7.0,4.35
PE30205,"سكينة تغليف يد خشب 10""",الشركة العالمية للتصدير و الإستيراد,,8.5,5.6
PA30215,كلاب 180 مم,الشركة العالمية للتصدير و الإستيراد,KNIPEX 68 01 180,30.0,19.5
ALVM50225,سيفون حوض الوجه كروم,سانيتاري ويرز,,120.0,68.0
EL50238,سير ربط 5.2 * 200 مم (100 قطعة),الشركة العالمية للتصدير و الإستيراد,,7.5,4.75
PA30245,طراحة حديد 50 سم,الشركة العالمية للتصدير و الإستيراد,,22.0,15.5
PE30256,كولة 473 مل,الشركة العالمية للتصدير و الإستيراد,,35.0,26.5
AASB30261,رف زاوية زوجي اسود,ليمكس,LY2559,250.0,155.0
AASB30262,رف زاوية زوجي كروم,ليمكس,LY2094,200.0,105.0
PLSA0286,وردة أسود,سانيتاري ويرز,,5.0,2.0
ML10299,خلاط حوض وجه كروم,ليسو,JR031-14,140.0,93.0
ML10300,خلاط حوض وجه كروم,ليسو,JR031-25,200.0,115.0
AASB30306,حامل ورق منظف كلينكس,ليسو,JR031-13,70.0,35.0
RS40309,بلاط ارضيات بورسلين 60 سم * 60 سم (1.08 م²),مجموعة بن عمر,,54.0,48.6
SA10312,طقم اكسسوار كروم,ليسو,2663,350.0,240.0
SA10313,طقم اكسسوار كروم,ليسو,2664,350.0,240.0
SA10315,طقم اكسسوار كروم,ليسو,2665,370.0,250.0
SA10316,طقم اكسسوار كروم,ليسو,2666,350.0,240.0
ART0317,مخرج شطاف مع علاق كروم,فورتميكس,JR031-29,75.0,50.0
PS20318,علاقة مناشف كروم,سانيتاري واير,AF-19108-13,60.0,35.0
PA30328,موس منشار جبس,فندر,SDY-97744,25.0,14.5
PE30333,رولة كروسة 10 سم ( 3 قطع ),الشركة العالمية للتصدير و الإستيراد,,10.0,5.5
PE30335,رولة طلاء,الشركة العالمية للتصدير و الإستيراد,1343,10.0,6.75
PE30336,رولة زمالطو,الشركة العالمية للتصدير و الإستيراد,1331,6.0,2.75
PA30337,ماكينة سلكون,فندر,,30.0,22.5
PA30338,ماكينة سلكون,الشركة العالمية للتصدير و الإستيراد,,13.0,7.5
AASB30344,فرشاة تنظيف مرحاض كروم,ليسو,BS-11,110.0,70.0
AASB30346,فرشة مرحاض كروم,ليسو,KW06,80.0,50.0
ATWC50347,زر بتريا كروم,الشركة التونسية للمواد الصحية,YC8010-2,175.0,125.0
RA30359,ديسكو جرانيت 4.5'' 115 مم,فندر,195544,20.0,12.2
PA30362,متر 7.5م,فندر,,28.0,18.5
PA30363,متر 5م,فندر,,25.0,15.5
ARSB80364,كسكاس دوش مربع مع قصبة 250*250 مم كروم,ليسو,JR031-26,120.0,59.0
PA30371,فرطاسة,الشركة العالمية للتصدير و الإستيراد,,25.0,16.75
PA30376,كستولة,فندر,,29.0,19.0
RA30386,ديسكو جرانيت 9'' 230 مم,ماركيت,A-08230,25.0,17.5
EL50393,لصقة 0.13 مم * 19 مم * 25 متر,الشركة العالمية للتصدير و الإستيراد,SCAPA 2702,7.5,4.75
EL50394,لصقة 0.13 مم * 19 مم * 25 متر,الشركة العالمية للتصدير و الإستيراد,SCAPA 2702,7.5,4.75
EL50395,لصقة 0.13 مم * 19 مم * 25 متر,الشركة العالمية للتصدير و الإستيراد,SCAPA 2702,7.5,4.75
EL50396,لصقة 0.13 مم * 19 مم * 25 متر,الشركة العالمية للتصدير و الإستيراد,SCAPA 2702,7.5,4.75
PE30426,موس فرش 18 مم,اي بي سي,AC18805,6.0,3.75
PA30434,ڨوانطي,الشركة التونسية للمواد الصحية,160G XL,7.0,3.95
PE30438,ماكينة قص بي بي ار,اي بي سي,AC18763,90.0,68.0
PA30462,رأس سخانة بدون ترمستاتة,الشركة العالمية للتصدير و الإستيراد,,40.0,29.5
PE30465,بونتة ترابنو (10 قطع),اي بي سي,AC18802 PH2X65mm,20.0,11.5
ELC1472,سلك كهرباء 1 *2.5 مم²,الشركة العالمية للتصدير و الإستيراد,,2.75,2.2
ELC1473,سلك كهرباء 1 *2.5 مم²,الشركة العالمية للتصدير و الإستيراد,,2.75,2.2
PA30479,بينسة رقم 8,اي بي سي,AC18641,22.0,12.75
PA30480,بينسة رقم 8,اي بي سي,AC18795,23.0,13.5
PE30484,موس لحم,فندر,191804,27.0,18.0
PA30492,منشار جبس 6.5'' 165 مم,فندر,SDY-97744,25.0,13.75
PA30498,بونتة 12 * 450 مم,الشركة العالمية للتصدير و الإستيراد,,11.0,7.5
PA30515,دراع 2 متر,الشركة العالمية للتصدير و الإستيراد,LAMEL 60x30 cm 200,60.0,42.5
PA30516,دراع 2.5 متر,الشركة العالمية للتصدير و الإستيراد,LAMEL 60x30 cm 250,80.0,58.0
RA30545,قفل باب رئيسي,الشركة العالمية للتصدير و الإستيراد,DAF 540.14-3M,90.0,57.0
LG40559,حوض وجه برسلين مشطوف مع رف 80 سم,الشركة العالمية للتصدير و الإستيراد,2708,750.0,585.0
PA30561,فيتي بالخبور 6 مم,المتفوق,,6.0,3.75
ACOL30577,ريتي لياسة 20 سم * 20 متر,أسترا,,30.0,19.5
PE30590,مشمع ثقيل 3 * 2,الشركة العالمية للتصدير و الإستيراد,,15.0,9.0
PE30593,مشمع ثقيل 3 * 5,الشركة العالمية للتصدير و الإستيراد,,35.0,25.5
PE30594,مشمع ثقيل 4 * 4,الشركة العالمية للتصدير و الإستيراد,,35.0,25.8
PE30595,مشمع ثقيل 5 * 6,الشركة العالمية للتصدير و الإستيراد,,75.0,47.5
LG40376,حوض وجه برسلين مع رف 80 سم,رويال,2709,750.0,580.0
LG40373,حوض وجه برسلين مع رف 80 سم,رويال,2717,650.0,485.0
LG40402,حوض وجه برسلين مع رف 80 سم,رويال,2716,650.0,485.0
LG40401,حوض وجه برسلين مشطوف مع رف 80 سم,الشركة العالمية للتصدير و الإستيراد,2710,750.0,400.0
LG40403,حوض وجه برسلين مشطوف مع رف 80 سم,الشركة العالمية للتصدير و الإستيراد,2711,750.0,585.0
PE30371,فوم 750 غرام,بولبو,PF480,20.0,16.0
PE30378,طلاء عاز ل مطاطي اكسترا 1 كغ,الواحة,العازل اكسترا,20.0,16.5
PE30379,طلاء عاز ل مطاطي اكسترا 3 كغ,الواحة,العازل اكسترا,50.0,42.5
PE30380,طلاء عاز ل مطاطي اكسترا 5 كغ,الواحة,العازل اكسترا,80.0,68.5
PE30381,طلاء عاز ل مطاطي اكسترا 10 كغ,الواحة,العازل اكسترا,155.0,137.0
PE30382,طلاء عاز ل مطاطي اكسترا 15 كغ,الواحة,العازل اكسترا,230.0,205.0
PE30383,طلاء عاز ل مطاطي اكسترا 3 كغ,الواحة,العازل اكسترا,40.0,35.0
PE30384,طلاء عاز ل مطاطي اكسترا 5 كغ,الواحة,العازل اكسترا,60.0,53.0
PE30385,طلاء عاز ل مطاطي اكسترا 10 كغ,الواحة,العازل اكسترا,120.0,105.0
PE30386,طلاء عاز ل مطاطي اكسترا 15 كغ,الواحة,العازل اكسترا,175.0,155.0
